subject,d_null_sham,d_null_real,diff_real_minus_sham
NODEAP_06,3.7165608406066895,4.590442657470703,0.8738818168640137
NODEAP_07,3.396502733230591,3.881608724594116,0.4851059913635254
NODEAP_08,2.3381247520446777,2.7219324111938477,0.3838076591491699
NODEAP_09,2.100672483444214,2.0737898349761963,-0.026882648468017578
NODEAP_10,2.4766058921813965,2.4567863941192627,-0.01981949806213379
NODEAP_12,3.485762119293213,2.0749154090881348,-1.4108467102050781
NODEAP_13,3.3754913806915283,2.4086806774139404,-0.9668107032775879
NODEAP_15,1.9393258094787598,2.8454878330230713,0.9061620235443115
NODEAP_16,2.5825061798095703,3.764927625656128,1.1824214458465576
NODEAP_17,3.6194911003112793,2.9687891006469727,-0.6507019996643066
NODEAP_24,3.0550434589385986,2.776165723800659,-0.27887773513793945
NODEAP_26,2.3047244548797607,2.7545316219329834,0.44980716705322266
NODEAP_30,4.526621341705322,3.67404842376709,-0.8525729179382324
NODEAP_34,3.5382065773010254,4.9801344871521,1.4419279098510742
NODEAP_35,5.731242656707764,4.705758094787598,-1.025484561920166
NODEAP_36,2.450421094894409,1.9327641725540161,-0.5176569223403931
NODEAP_39,1.7412842512130737,2.9109888076782227,1.169704556465149
NODEAP_41,3.3821778297424316,3.6215646266937256,0.23938679695129395
NODEAP_43,2.227666139602661,3.1898910999298096,0.9622249603271484
NODEAP_44,1.8880012035369873,3.7722556591033936,1.8842544555664062
NODEAP_45,3.608243703842163,3.205796718597412,-0.402446985244751
NODEAP_46,2.9566073417663574,3.679393768310547,0.7227864265441895
NODEAP_48,1.9746990203857422,2.1074001789093018,0.13270115852355957
NODEAP_51,3.961318254470825,3.6150262355804443,-0.34629201889038086
NODEAP_53,2.4099745750427246,2.267404317855835,-0.14257025718688965
NODEAP_55,2.222050428390503,2.7679595947265625,0.5459091663360596
NODEAP_56,2.5037739276885986,3.3323147296905518,0.8285408020019531
NODEAP_59,2.6558034420013428,2.7477095127105713,0.09190607070922852
NODEAP_60,2.0751473903656006,2.8311879634857178,0.7560405731201172
NODEAP_63,2.5139966011047363,3.01155424118042,0.4975576400756836
NODEAP_64,2.0763022899627686,3.1218812465667725,1.045578956604004
NODEAP_65,1.799470067024231,1.6359786987304688,-0.1634913682937622
NODEAP_66,2.1328039169311523,3.3047075271606445,1.1719036102294922
NODEAP_68,2.656926393508911,2.9099533557891846,0.25302696228027344
NODEAP_70,2.898928165435791,3.004977226257324,0.1060490608215332
NODEAP_73,3.5121665000915527,3.8743772506713867,0.362210750579834
NODEAP_74,1.3094648122787476,2.1525442600250244,0.8430794477462769
NODEAP_76,1.6119424104690552,2.1283085346221924,0.5163661241531372
NODEAP_77,2.784491777420044,2.7794432640075684,-0.005048513412475586
NODEAP_78,1.2703874111175537,1.8141586780548096,0.5437712669372559
NODEAP_79,1.993484616279602,2.399519681930542,0.40603506565093994
NODEAP_80,4.546971797943115,4.522405624389648,-0.024566173553466797
NODEAP_83,2.1935319900512695,2.7552762031555176,0.561744213104248
NODEAP_84,3.1716480255126953,3.258294105529785,0.08664608001708984
NODEAP_85,3.0575733184814453,3.0284955501556396,-0.029077768325805664
NODEAP_86,4.149576187133789,2.7514355182647705,-1.3981406688690186
