subject,d_null_sham,d_null_real,diff_real_minus_sham,latent_dim
NODEAP_06,0.6672929525375366,1.128869652748108,0.4615767002105713,2
NODEAP_07,2.38004994392395,2.1201589107513428,-0.2598910331726074,2
NODEAP_08,1.697002649307251,1.625678539276123,-0.07132411003112793,2
NODEAP_09,1.5137090682983398,1.0395052433013916,-0.47420382499694824,2
NODEAP_10,1.253310203552246,1.5103189945220947,0.25700879096984863,2
NODEAP_12,1.8209807872772217,0.3175295889377594,-1.5034511983394623,2
NODEAP_13,2.1737616062164307,0.9620197415351868,-1.211741864681244,2
NODEAP_15,0.31170719861984253,0.9811076521873474,0.6694004535675049,2
NODEAP_16,0.31152668595314026,1.2541024684906006,0.9425757825374603,2
NODEAP_17,2.0034255981445312,1.5069798231124878,-0.49644577503204346,2
NODEAP_24,2.1523232460021973,2.3327534198760986,0.18043017387390137,2
NODEAP_26,1.3247950077056885,1.4521331787109375,0.12733817100524902,2
NODEAP_30,3.263606548309326,2.5523266792297363,-0.7112798690795898,2
NODEAP_34,1.9767272472381592,2.5178780555725098,0.5411508083343506,2
NODEAP_35,4.559510231018066,3.544717788696289,-1.0147924423217773,2
NODEAP_36,1.2982426881790161,0.4115738570690155,-0.8866688311100006,2
NODEAP_39,0.43356966972351074,1.1993393898010254,0.7657697200775146,2
NODEAP_41,1.7510910034179688,1.9976643323898315,0.2465733289718628,2
NODEAP_43,1.1877868175506592,1.8533114194869995,0.6655246019363403,2
NODEAP_44,0.5146625638008118,1.6046221256256104,1.0899595618247986,2
NODEAP_45,1.8160499334335327,2.2762832641601562,0.46023333072662354,2
NODEAP_46,0.8248224258422852,1.39885675907135,0.5740343332290649,2
NODEAP_48,1.1064196825027466,1.20840322971344,0.10198354721069336,2
NODEAP_51,3.275272846221924,2.766251564025879,-0.5090212821960449,2
NODEAP_53,0.9851661324501038,1.3599590063095093,0.3747928738594055,2
NODEAP_55,1.0804473161697388,0.885382890701294,-0.19506442546844482,2
NODEAP_56,1.1504216194152832,2.235597848892212,1.0851762294769287,2
NODEAP_59,1.3060262203216553,0.8832332491874695,-0.4227929711341858,2
NODEAP_60,0.4343510568141937,1.0227550268173218,0.588403970003128,2
NODEAP_63,1.0928223133087158,1.465095043182373,0.3722727298736572,2
