subject,d_null_sham,d_null_real,diff_real_minus_sham
NODEAP_06,3.0913546085357666,4.347733020782471,1.256378412246704
NODEAP_07,2.9518179893493652,3.3286781311035156,0.3768601417541504
NODEAP_08,2.1160929203033447,2.3684778213500977,0.25238490104675293
NODEAP_09,2.227090835571289,2.033158302307129,-0.19393253326416016
NODEAP_10,2.2185497283935547,2.510183334350586,0.29163360595703125
NODEAP_12,3.0124640464782715,2.2121407985687256,-0.8003232479095459
NODEAP_13,3.218374013900757,2.183706760406494,-1.0346672534942627
NODEAP_15,1.6166168451309204,2.32959246635437,0.7129756212234497
NODEAP_16,2.321408748626709,3.799292802810669,1.47788405418396
NODEAP_17,3.043306827545166,2.5526087284088135,-0.49069809913635254
NODEAP_24,2.9388208389282227,2.303314685821533,-0.6355061531066895
NODEAP_26,2.4785399436950684,2.949720621109009,0.47118067741394043
NODEAP_30,4.5910234451293945,3.729870319366455,-0.8611531257629395
NODEAP_34,3.392063856124878,4.964439868927002,1.572376012802124
NODEAP_35,5.172400951385498,4.527935028076172,-0.6444659233093262
NODEAP_36,2.1834099292755127,2.267974376678467,0.0845644474029541
NODEAP_39,1.4865237474441528,2.3115487098693848,0.8250249624252319
NODEAP_41,2.6165931224823,3.0173466205596924,0.4007534980773926
NODEAP_43,2.103377342224121,2.8551971912384033,0.7518198490142822
NODEAP_44,1.8072304725646973,4.042337417602539,2.235106945037842
NODEAP_45,2.9838123321533203,3.110584259033203,0.1267719268798828
NODEAP_46,2.8302087783813477,3.285677671432495,0.45546889305114746
NODEAP_48,1.8633668422698975,1.9928287267684937,0.1294618844985962
NODEAP_51,3.744412660598755,4.1574506759643555,0.4130380153656006
NODEAP_53,2.4294726848602295,2.2030131816864014,-0.22645950317382812
NODEAP_55,2.113220453262329,2.6449193954467773,0.5316989421844482
NODEAP_56,1.734070062637329,3.1878206729888916,1.4537506103515625
NODEAP_59,2.4516408443450928,2.6410369873046875,0.18939614295959473
NODEAP_60,1.993019461631775,2.651158571243286,0.6581391096115112
NODEAP_63,1.9338356256484985,2.2341320514678955,0.300296425819397
NODEAP_64,2.0231165885925293,2.766132354736328,0.7430157661437988
NODEAP_65,1.814405918121338,1.2640877962112427,-0.5503181219100952
NODEAP_66,2.3521716594696045,3.331857919692993,0.9796862602233887
NODEAP_68,2.1649153232574463,2.2368459701538086,0.0719306468963623
NODEAP_70,2.719364881515503,2.6440892219543457,-0.07527565956115723
NODEAP_73,3.8056304454803467,4.124044895172119,0.31841444969177246
NODEAP_74,0.9812076687812805,1.9699097871780396,0.988702118396759
NODEAP_76,1.6373465061187744,1.8865469694137573,0.2492004632949829
NODEAP_77,3.1079208850860596,2.3752942085266113,-0.7326266765594482
NODEAP_78,0.9680129885673523,1.740851879119873,0.7728388905525208
NODEAP_79,2.2756059169769287,2.3087682723999023,0.03316235542297363
NODEAP_80,4.678693771362305,4.303135395050049,-0.37555837631225586
NODEAP_83,2.0891430377960205,2.721069812774658,0.6319267749786377
NODEAP_84,2.719910144805908,3.0881130695343018,0.36820292472839355
NODEAP_85,2.8814949989318848,2.6571216583251953,-0.22437334060668945
NODEAP_86,3.971733808517456,2.4844064712524414,-1.4873273372650146
