subject,d_null_sham,d_null_real,diff_real_minus_sham
NODEAP_06,3.35996150970459,4.478481292724609,1.1185197830200195
NODEAP_07,3.5779571533203125,3.6537365913391113,0.07577943801879883
NODEAP_08,2.3943283557891846,2.6401164531707764,0.2457880973815918
NODEAP_09,2.5522937774658203,2.0087454319000244,-0.5435483455657959
NODEAP_10,2.6212422847747803,2.4812779426574707,-0.13996434211730957
NODEAP_12,3.0715434551239014,2.106356382369995,-0.9651870727539062
NODEAP_13,3.186880588531494,2.360295295715332,-0.8265852928161621
NODEAP_15,2.047825574874878,2.6458334922790527,0.5980079174041748
NODEAP_16,2.5887749195098877,3.9354093074798584,1.3466343879699707
NODEAP_17,3.477522850036621,2.5858418941497803,-0.8916809558868408
NODEAP_24,3.301245927810669,2.854326009750366,-0.44691991806030273
NODEAP_26,2.399726390838623,2.8279740810394287,0.42824769020080566
NODEAP_30,4.862119197845459,4.200453281402588,-0.6616659164428711
NODEAP_34,3.4961180686950684,4.802446365356445,1.306328296661377
NODEAP_35,5.722867965698242,4.77892541885376,-0.9439425468444824
NODEAP_36,2.501321792602539,2.0831298828125,-0.41819190979003906
NODEAP_39,1.7878856658935547,2.7381415367126465,0.9502558708190918
NODEAP_41,3.3816425800323486,3.9462413787841797,0.564598798751831
NODEAP_43,2.3981895446777344,3.3100922107696533,0.911902666091919
NODEAP_44,2.1077022552490234,4.058938503265381,1.9512362480163574
NODEAP_45,3.1790802478790283,3.19500470161438,0.015924453735351562
NODEAP_46,3.0174405574798584,3.687309503555298,0.6698689460754395
NODEAP_48,2.502220630645752,2.225964307785034,-0.2762563228607178
NODEAP_51,4.090343952178955,4.016127586364746,-0.07421636581420898
NODEAP_53,2.650216579437256,2.4148812294006348,-0.2353353500366211
NODEAP_55,2.066707134246826,2.67444109916687,0.607733964920044
NODEAP_56,2.661102771759033,3.5239341259002686,0.8628313541412354
NODEAP_59,2.742114543914795,3.2269861698150635,0.48487162590026855
NODEAP_60,2.088914632797241,2.50301194190979,0.41409730911254883
NODEAP_63,2.422821283340454,2.890878438949585,0.46805715560913086
NODEAP_64,2.0184857845306396,3.0774168968200684,1.0589311122894287
NODEAP_65,1.779131293296814,1.3060908317565918,-0.47304046154022217
NODEAP_66,2.326111078262329,3.3100180625915527,0.9839069843292236
NODEAP_68,2.588193893432617,2.7884042263031006,0.2002103328704834
NODEAP_70,2.9162747859954834,3.170001983642578,0.2537271976470947
NODEAP_73,3.5053110122680664,4.080024719238281,0.5747137069702148
NODEAP_74,1.143469214439392,2.141101598739624,0.9976323843002319
NODEAP_76,1.637979507446289,1.9866976737976074,0.34871816635131836
NODEAP_77,3.0061585903167725,2.7312750816345215,-0.274883508682251
NODEAP_78,1.4510713815689087,2.10168194770813,0.6506105661392212
NODEAP_79,2.1085093021392822,2.341679573059082,0.2331702709197998
NODEAP_80,5.022313117980957,4.781745433807373,-0.24056768417358398
NODEAP_83,2.16078782081604,2.5530240535736084,0.39223623275756836
NODEAP_84,2.901259660720825,3.2102229595184326,0.3089632987976074
NODEAP_85,2.8856756687164307,2.785142183303833,-0.10053348541259766
NODEAP_86,4.246427059173584,2.7595601081848145,-1.4868669509887695
