subject,index,condition,session,distance_to_null
NODEAP_15,52,S,S2D1,2.4964929
NODEAP_15,53,S,S2D2,2.7494094
NODEAP_15,54,C,S3D1,3.2642028
NODEAP_15,55,S,S3D2,2.052783
NODEAP_16,57,S,S1D1,2.2761712
NODEAP_16,58,C,S1D2,3.6160598
NODEAP_16,59,S,S2D1,4.063849
NODEAP_16,60,S,S2D2,3.9957056
NODEAP_16,61,C,S3D1,4.434499
NODEAP_16,62,S,S3D2,3.2076137
NODEAP_17,64,S,S1D1,3.0405712
NODEAP_17,65,C,S1D2,2.1305351
NODEAP_17,66,C,S2D1,4.0197253
NODEAP_17,67,S,S2D2,3.9524064
NODEAP_17,68,S,S3D1,3.7009165
NODEAP_17,69,S,S3D2,4.0012097
NODEAP_24,71,S,S1D1,3.5084925
NODEAP_24,72,S,S1D2,3.7556262
NODEAP_24,73,S,S2D1,2.6400735
NODEAP_24,74,C,S2D2,3.0329072
NODEAP_24,75,C,S3D1,3.5089896
NODEAP_24,76,S,S3D2,4.573664
NODEAP_26,78,S,S1D1,4.5279946
NODEAP_26,79,C,S1D2,3.5913184
NODEAP_26,80,C,S2D1,4.035281
NODEAP_26,81,S,S2D2,3.1973777
NODEAP_26,82,S,S3D1,3.1522338
NODEAP_26,83,S,S3D2,2.3783417
NODEAP_30,85,S,S1D1,4.9500055
NODEAP_30,86,C,S1D2,4.4206667
NODEAP_30,87,C,S2D1,4.332106
NODEAP_30,88,S,S2D2,5.6535907
NODEAP_30,89,S,S3D1,4.203048
NODEAP_34,91,C,S1D1,5.046788
NODEAP_34,92,S,S1D2,3.6129656
NODEAP_34,93,S,S2D1,1.5385395
NODEAP_34,94,S,S2D2,3.6676483
NODEAP_34,95,S,S3D1,6.384108
NODEAP_34,96,C,S3D2,5.003434
NODEAP_35,98,C,S1D1,4.0609207
NODEAP_35,99,S,S1D2,6.237353
NODEAP_35,100,S,S2D1,6.487156
NODEAP_35,101,C,S2D2,5.726604
NODEAP_35,102,S,S3D1,5.506892
NODEAP_35,103,S,S3D2,5.506892
NODEAP_36,105,C,S1D1,4.2484565
NODEAP_36,106,S,S1D2,3.7035916
NODEAP_36,107,S,S2D1,3.5853395
NODEAP_36,108,C,S2D2,3.323889
NODEAP_36,109,S,S3D1,2.834426
NODEAP_36,110,S,S3D2,2.3362293
NODEAP_39,112,S,S1D1,2.8587613
NODEAP_39,113,S,S1D2,2.2752573
NODEAP_39,114,S,S2D1,2.2467175
NODEAP_39,115,C,S2D2,2.909654
NODEAP_39,116,C,S3D1,2.8129296
NODEAP_39,117,S,S3D2,3.3099382
NODEAP_41,119,S,S1D1,4.9918966
NODEAP_41,120,C,S1D2,5.205601
NODEAP_41,121,C,S2D1,4.3934193
NODEAP_41,122,S,S2D2,3.5442016
NODEAP_41,123,S,S3D1,3.2399867
NODEAP_41,124,S,S3D2,3.4664843
NODEAP_43,126,C,S1D1,3.535623
NODEAP_43,127,S,S1D2,3.2201693
NODEAP_43,128,S,S2D1,4.050185
NODEAP_43,129,C,S2D2,3.809204
NODEAP_43,130,S,S3D1,2.934575
NODEAP_43,131,S,S3D2,3.6979609
NODEAP_44,133,S,S1D2,2.0593119
NODEAP_44,134,S,S2D1,2.9952555
NODEAP_44,135,S,S2D2,4.0458393
NODEAP_44,136,S,S3D1,3.5279064
NODEAP_44,137,C,S3D2,3.400885
NODEAP_45,139,S,S1D1,2.7716324
NODEAP_45,140,S,S1D2,4.875225
NODEAP_45,141,C,S2D1,3.267566
NODEAP_45,142,S,S2D2,5.944718
NODEAP_45,143,S,S3D1,1.5573078
NODEAP_45,144,C,S3D2,3.6507611
NODEAP_46,146,S,S1D1,3.591123
NODEAP_46,147,C,S1D2,3.3355744
NODEAP_46,148,C,S2D1,4.18018
NODEAP_46,149,S,S2D2,3.2427483
NODEAP_46,150,S,S3D1,3.4656937
NODEAP_46,151,S,S3D2,4.025084
NODEAP_48,153,C,S1D1,2.1464956
NODEAP_48,154,S,S1D2,3.0967233
NODEAP_48,155,S,S2D1,3.7638714
NODEAP_48,156,C,S2D2,3.4096766
NODEAP_48,157,S,S3D1,2.7894318
NODEAP_48,158,S,S3D2,1.4780787
NODEAP_51,160,S,S1D1,6.290121
NODEAP_51,161,S,S1D2,3.2387345
NODEAP_51,162,S,S2D1,5.1063647
NODEAP_51,163,C,S2D2,6.0256505
NODEAP_51,164,C,S3D1,3.7335882
NODEAP_51,165,S,S3D2,5.1464353
NODEAP_53,167,S,S1D1,1.5346512
NODEAP_53,168,C,S1D2,2.787484
NODEAP_53,169,S,S2D1,3.368869
NODEAP_53,170,S,S2D2,3.001325
NODEAP_53,171,C,S3D1,2.2293723
NODEAP_53,172,S,S3D2,1.6298908
NODEAP_55,174,S,S1D1,2.6512237
NODEAP_55,175,S,S1D2,1.2990532e-07
NODEAP_55,176,C,S2D1,4.358463
NODEAP_55,177,S,S2D2,4.1760373
NODEAP_55,178,S,S3D1,2.5639164
NODEAP_55,179,C,S3D2,3.1586473
NODEAP_56,181,S,S1D1,2.4009275
NODEAP_56,182,S,S1D2,2.5027828
NODEAP_56,183,S,S2D1,3.6823077
NODEAP_56,184,C,S2D2,4.465389
NODEAP_56,185,C,S3D1,3.272879
NODEAP_56,186,S,S3D2,3.521212
NODEAP_59,188,S,S1D1,2.0710163
NODEAP_59,189,C,S1D2,3.6129248
NODEAP_59,190,C,S2D1,3.307809
NODEAP_59,191,S,S2D2,4.2148743
NODEAP_59,192,S,S3D1,4.293438
NODEAP_59,193,S,S3D2,2.225293
NODEAP_60,195,C,S1D1,3.4168177
NODEAP_60,196,S,S1D2,3.4523206
NODEAP_60,197,S,S2D1,3.003985
NODEAP_60,198,S,S2D2,2.3632576
NODEAP_60,199,S,S3D1,2.9424732
NODEAP_60,200,C,S3D2,3.017738
NODEAP_63,202,S,S1D1,1.6979609
NODEAP_63,203,S,S1D2,5.6917744
NODEAP_63,204,C,S2D1,2.7992628
NODEAP_63,205,S,S2D2,3.87842
NODEAP_63,206,S,S3D1,2.792584
NODEAP_63,207,C,S3D2,3.6312182
NODEAP_64,209,C,S1D1,2.2189841
NODEAP_64,210,S,S1D2,2.995051
NODEAP_64,211,S,S2D1,2.0293372
NODEAP_64,212,S,S2D2,2.784278
NODEAP_64,213,S,S3D1,2.484982
NODEAP_64,214,C,S3D2,3.9692576
NODEAP_65,216,C,S1D1,1.0436308
NODEAP_65,217,S,S1D2,2.9569523
NODEAP_65,218,S,S2D1,3.9347775
NODEAP_65,219,C,S2D2,2.394103
NODEAP_65,220,S,S3D1,2.3034804
NODEAP_65,221,S,S3D2,1.5167465
NODEAP_66,223,S,S1D1,3.4066215
NODEAP_66,224,C,S1D2,3.7364798
NODEAP_66,225,C,S2D1,3.835919
NODEAP_66,226,S,S2D2,2.2966514
NODEAP_66,227,S,S3D1,3.3544214
NODEAP_66,228,S,S3D2,2.9908128
NODEAP_68,230,C,S1D1,2.6863549
NODEAP_68,231,S,S1D2,2.465037
NODEAP_68,232,S,S2D1,3.3271868
NODEAP_68,233,S,S2D2,3.4400723
NODEAP_68,234,S,S3D1,2.354352
NODEAP_68,235,C,S3D2,3.2439933
NODEAP_70,237,S,S1D1,4.7072806
NODEAP_70,238,S,S1D2,3.161757
NODEAP_70,239,C,S2D1,3.028856
NODEAP_70,240,S,S2D2,2.8156357
NODEAP_70,241,S,S3D1,2.4462957
NODEAP_70,242,C,S3D2,3.6422155
NODEAP_73,244,C,S1D1,2.1113887
NODEAP_73,245,S,S1D2,4.652051
NODEAP_73,246,S,S2D1,5.032591
NODEAP_73,247,C,S2D2,5.6962986
NODEAP_73,248,S,S3D1,2.9017832
NODEAP_73,249,S,S3D2,4.2046676
NODEAP_74,251,S,S1D1,2.0882895
NODEAP_74,252,S,S1D2,1.9852728
NODEAP_74,253,C,S2D1,2.255557
NODEAP_74,254,S,S2D2,1.8469009
NODEAP_74,255,S,S3D1,2.816807
NODEAP_74,256,C,S3D2,3.1921377
NODEAP_76,258,S,S1D1,2.3209095
NODEAP_76,259,C,S1D2,2.5132382
NODEAP_76,260,C,S2D1,3.6712525
NODEAP_76,261,S,S2D2,2.14281
NODEAP_76,262,S,S3D1,2.348225
NODEAP_76,263,S,S3D2,2.24876
NODEAP_77,265,C,S1D1,2.3350203
NODEAP_77,266,S,S1D2,3.6844184
NODEAP_77,267,S,S2D1,1.8739748
NODEAP_77,268,S,S2D2,4.2624745
NODEAP_77,269,S,S3D1,4.0890975
NODEAP_77,270,C,S3D2,3.22563
NODEAP_78,272,S,S1D1,0.0
NODEAP_78,273,C,S1D2,1.8293238
NODEAP_78,274,S,S2D1,3.1192222
NODEAP_78,275,S,S2D2,3.1493664
NODEAP_78,276,C,S3D1,2.533144
NODEAP_78,277,S,S3D2,1.7775923
NODEAP_79,279,S,S1D1,2.3097682
NODEAP_79,280,C,S1D2,1.7139437
NODEAP_79,281,S,S2D1,1.6014314
NODEAP_79,282,S,S2D2,2.8235288
NODEAP_79,283,C,S3D1,3.4432151
NODEAP_79,284,S,S3D2,4.858237
NODEAP_80,286,S,S1D1,4.567869
NODEAP_80,287,C,S1D2,6.013856
NODEAP_80,288,S,S2D1,4.30182
NODEAP_80,289,S,S2D2,6.1475472
NODEAP_80,290,C,S3D1,2.9340787
NODEAP_80,291,S,S3D2,4.6357794
NODEAP_83,293,S,S1D1,2.1725333
NODEAP_83,294,S,S1D2,3.2845511
NODEAP_83,295,C,S2D1,3.0076091
NODEAP_83,296,S,S2D2,3.9239697
NODEAP_83,297,C,S3D2,3.0420952
NODEAP_84,299,S,S1D1,4.9980125
NODEAP_84,300,S,S1D2,3.6162689
NODEAP_84,301,C,S2D1,2.7099352
NODEAP_84,302,S,S2D2,3.4057348
NODEAP_84,303,S,S3D1,2.1978695
NODEAP_84,304,C,S3D2,4.4769783
NODEAP_85,306,C,S1D1,3.1492207
NODEAP_85,307,S,S1D2,3.87317
NODEAP_85,308,S,S2D1,3.115406
NODEAP_85,309,S,S2D2,1.9370898
NODEAP_85,310,S,S3D1,4.316957
NODEAP_85,311,C,S3D2,2.3007221
NODEAP_86,313,C,S1D1,2.7819278
NODEAP_86,314,S,S1D2,3.8561394
NODEAP_86,315,S,S2D1,5.1372404
NODEAP_86,316,C,S2D2,3.675419
NODEAP_86,317,S,S3D1,4.472602
NODEAP_86,318,S,S3D2,5.7570095
