subject,index,condition,session,distance_to_null
NODEAP_56,184,C,S2D2,4.0832543
NODEAP_56,185,C,S3D1,2.1157935
NODEAP_56,186,S,S3D2,2.152175
NODEAP_59,188,S,S1D1,4.8369236
NODEAP_59,189,C,S1D2,4.4921546
NODEAP_59,190,C,S2D1,5.119777
NODEAP_59,191,S,S2D2,5.105747
NODEAP_59,192,S,S3D1,4.0025043
NODEAP_59,193,S,S3D2,4.2518406
NODEAP_60,195,C,S1D1,4.127711
NODEAP_60,196,S,S1D2,2.5002668
NODEAP_60,197,S,S2D1,2.8884203
NODEAP_60,198,S,S2D2,2.7802982
NODEAP_60,199,S,S3D1,3.6088555
NODEAP_60,200,C,S3D2,2.6285167
NODEAP_63,202,S,S1D1,2.8465345
NODEAP_63,203,S,S1D2,5.394171
NODEAP_63,204,C,S2D1,2.520685
NODEAP_63,205,S,S2D2,2.795171
NODEAP_63,206,S,S3D1,2.6330657
NODEAP_63,207,C,S3D2,2.69127
NODEAP_64,209,C,S1D1,3.1074712
NODEAP_64,210,S,S1D2,3.1325753
NODEAP_64,211,S,S2D1,3.3164418
NODEAP_64,212,S,S2D2,3.784199
NODEAP_64,213,S,S3D1,6.0768704
NODEAP_64,214,C,S3D2,3.6375382
NODEAP_65,216,C,S1D1,3.2679012
NODEAP_65,217,S,S1D2,2.963376
NODEAP_65,218,S,S2D1,3.6652486
NODEAP_65,219,C,S2D2,2.2158368
NODEAP_65,220,S,S3D1,2.5533628
NODEAP_65,221,S,S3D2,1.4191207
NODEAP_66,223,S,S1D1,2.1052043
NODEAP_66,224,C,S1D2,3.8186903
NODEAP_66,225,C,S2D1,2.3475468
NODEAP_66,226,S,S2D2,2.5690114
NODEAP_66,227,S,S3D1,2.1134772
NODEAP_66,228,S,S3D2,2.4591372
NODEAP_68,230,C,S1D1,2.679878
NODEAP_68,231,S,S1D2,3.6862519
NODEAP_68,232,S,S2D1,3.558844
NODEAP_68,233,S,S2D2,3.1601822
NODEAP_68,234,S,S3D1,3.5620546
NODEAP_68,235,C,S3D2,2.8986452
NODEAP_70,237,S,S1D1,5.4324684
NODEAP_70,238,S,S1D2,4.8020797
NODEAP_70,239,C,S2D1,3.4300735
NODEAP_70,240,S,S2D2,4.406377
NODEAP_70,241,S,S3D1,4.30918
NODEAP_70,242,C,S3D2,4.2311864
NODEAP_73,244,C,S1D1,3.6723988
NODEAP_73,245,S,S1D2,5.1475253
NODEAP_73,246,S,S2D1,2.6378808
NODEAP_73,247,C,S2D2,3.847236
NODEAP_73,248,S,S3D1,2.5438523
NODEAP_73,249,S,S3D2,3.8070948
NODEAP_74,251,S,S1D1,3.21141
NODEAP_74,252,S,S1D2,3.2099104
NODEAP_74,253,C,S2D1,2.25438
NODEAP_74,254,S,S2D2,2.473097
NODEAP_74,255,S,S3D1,3.0876496
NODEAP_74,256,C,S3D2,2.745088
NODEAP_76,258,S,S1D1,2.7583082
NODEAP_76,259,C,S1D2,2.436047
NODEAP_76,260,C,S2D1,4.283312
NODEAP_76,261,S,S2D2,4.1435785
NODEAP_76,262,S,S3D1,5.0986238
NODEAP_76,263,S,S3D2,2.704859
NODEAP_77,265,C,S1D1,2.8157473
NODEAP_77,266,S,S1D2,2.4679258
NODEAP_77,267,S,S2D1,2.0713084
NODEAP_77,268,S,S2D2,3.279509
NODEAP_77,269,S,S3D1,2.4819517
NODEAP_77,270,C,S3D2,2.6602793
NODEAP_78,272,S,S1D1,0.0
NODEAP_78,273,C,S1D2,2.0618498
NODEAP_78,274,S,S2D1,3.8682675
NODEAP_78,275,S,S2D2,4.2785454
NODEAP_78,276,C,S3D1,2.2780898
NODEAP_78,277,S,S3D2,2.457559
NODEAP_79,279,S,S1D1,3.5172806
NODEAP_79,280,C,S1D2,3.0128486
NODEAP_79,281,S,S2D1,2.7428145
NODEAP_79,282,S,S2D2,4.374458
NODEAP_79,283,C,S3D1,2.882696
NODEAP_79,284,S,S3D2,5.1078978
NODEAP_80,286,S,S1D1,2.759298
NODEAP_80,287,C,S1D2,4.291852
NODEAP_80,288,S,S2D1,5.147997
NODEAP_80,289,S,S2D2,2.613925
NODEAP_80,290,C,S3D1,3.751499
NODEAP_80,291,S,S3D2,2.6411827
NODEAP_83,293,S,S1D1,2.957852
NODEAP_83,294,S,S1D2,3.0685556
NODEAP_83,295,C,S2D1,2.4694037
NODEAP_83,296,S,S2D2,3.2692971
NODEAP_83,297,C,S3D2,3.1903892
NODEAP_84,299,S,S1D1,3.8871188
NODEAP_84,300,S,S1D2,2.858184
NODEAP_84,301,C,S2D1,2.9722116
NODEAP_84,302,S,S2D2,2.2570803
NODEAP_84,303,S,S3D1,5.5994043
NODEAP_84,304,C,S3D2,3.2142122
NODEAP_85,306,C,S1D1,4.3727007
NODEAP_85,307,S,S1D2,6.70643
NODEAP_85,308,S,S2D1,4.321332
NODEAP_85,309,S,S2D2,4.1539836
NODEAP_85,310,S,S3D1,4.7337136
NODEAP_85,311,C,S3D2,3.791052
NODEAP_86,313,C,S1D1,6.440586
NODEAP_86,314,S,S1D2,6.101436
NODEAP_86,315,S,S2D1,6.986174
NODEAP_86,316,C,S2D2,5.1431684
NODEAP_86,317,S,S3D1,5.081793
NODEAP_86,318,S,S3D2,3.9159896
