subject,d_null_sham,d_null_real,diff_real_minus_sham
NODEAP_06,2.908820390701294,2.4634032249450684,-0.4454171657562256
NODEAP_07,3.3977010250091553,2.102959156036377,-1.2947418689727783
NODEAP_08,0.9971156120300293,1.163627028465271,0.1665114164352417
NODEAP_09,2.639127731323242,3.1152517795562744,0.4761240482330322
NODEAP_10,2.301504135131836,1.3460049629211426,-0.9554991722106934
NODEAP_12,4.293813228607178,3.215310573577881,-1.0785026550292969
NODEAP_13,2.712108850479126,4.11073112487793,1.3986222743988037
NODEAP_15,4.260431289672852,3.7165894508361816,-0.5438418388366699
NODEAP_16,2.2048256397247314,2.1288790702819824,-0.07594656944274902
NODEAP_17,5.462175369262695,5.027492046356201,-0.43468332290649414
NODEAP_24,2.459656238555908,2.1290488243103027,-0.33060741424560547
NODEAP_26,2.90838623046875,2.6584460735321045,-0.2499401569366455
NODEAP_30,3.5326385498046875,4.580918312072754,1.0482797622680664
NODEAP_34,1.0430059432983398,2.1470730304718018,1.104067087173462
NODEAP_35,2.184277057647705,2.969768524169922,0.7854914665222168
NODEAP_36,2.7944045066833496,2.2301058769226074,-0.5642986297607422
NODEAP_39,3.333512783050537,4.762580871582031,1.4290680885314941
NODEAP_41,3.6101577281951904,5.355709075927734,1.745551347732544
NODEAP_43,2.7873947620391846,1.972309947013855,-0.8150848150253296
NODEAP_44,1.6798999309539795,1.1072858572006226,-0.5726140737533569
NODEAP_45,1.6083965301513672,2.0321412086486816,0.42374467849731445
NODEAP_46,2.1790080070495605,2.0987465381622314,-0.0802614688873291
NODEAP_48,1.8074671030044556,3.210995674133301,1.4035285711288452
NODEAP_51,3.6906003952026367,3.734762668609619,0.04416227340698242
NODEAP_53,2.107459306716919,3.265265941619873,1.157806634902954
NODEAP_55,1.5696529150009155,1.7393192052841187,0.16966629028320312
NODEAP_56,1.777706265449524,1.6623483896255493,-0.11535787582397461
NODEAP_59,4.778822898864746,4.657706260681152,-0.12111663818359375
NODEAP_60,3.5038130283355713,2.2014987468719482,-1.302314281463623
NODEAP_63,2.4346776008605957,2.3799495697021484,-0.054728031158447266
NODEAP_64,2.466352939605713,3.5854554176330566,1.1191024780273438
NODEAP_65,2.586561679840088,1.7669373750686646,-0.8196243047714233
NODEAP_66,2.0898022651672363,3.4604134559631348,1.3706111907958984
NODEAP_68,1.989763855934143,2.8903701305389404,0.9006062746047974
NODEAP_70,3.407426357269287,3.358977794647217,-0.04844856262207031
NODEAP_73,2.4450345039367676,2.5266103744506836,0.08157587051391602
NODEAP_74,2.8788692951202393,2.321455717086792,-0.5574135780334473
NODEAP_76,1.9478461742401123,1.7673076391220093,-0.18053853511810303
NODEAP_77,1.8321653604507446,2.8721983432769775,1.040032982826233
NODEAP_78,1.3042056560516357,2.42144775390625,1.1172420978546143
NODEAP_79,2.717989206314087,2.123762369155884,-0.5942268371582031
NODEAP_80,0.9886977076530457,2.68153977394104,1.6928420662879944
NODEAP_83,3.0758461952209473,2.563936710357666,-0.5119094848632812
NODEAP_84,1.7774102687835693,2.216679573059082,0.4392693042755127
NODEAP_85,2.7701902389526367,2.498558282852173,-0.27163195610046387
NODEAP_86,2.691230058670044,2.185528039932251,-0.505702018737793
