subject,index,condition,session,distance_to_null
NODEAP_45,139,S,S1D1,2.3695543
NODEAP_45,140,S,S1D2,1.2105784
NODEAP_45,141,C,S2D1,2.2278938
NODEAP_45,142,S,S2D2,3.1049623
NODEAP_45,143,S,S3D1,2.440104
NODEAP_45,144,C,S3D2,3.1415646
NODEAP_46,146,S,S1D1,3.2486866
NODEAP_46,147,C,S1D2,3.742076
NODEAP_46,148,C,S2D1,3.958014
NODEAP_46,149,S,S2D2,2.7568526
NODEAP_46,150,S,S3D1,4.3223314
NODEAP_46,151,S,S3D2,3.7069104
NODEAP_48,153,C,S1D1,2.2758408
NODEAP_48,154,S,S1D2,3.1296597
NODEAP_48,155,S,S2D1,2.6478217
NODEAP_48,156,C,S2D2,2.344365
NODEAP_48,157,S,S3D1,2.9737039
NODEAP_48,158,S,S3D2,4.015205
NODEAP_51,160,S,S1D1,3.7358282
NODEAP_51,161,S,S1D2,3.3152854
NODEAP_51,162,S,S2D1,5.2351336
NODEAP_51,163,C,S2D2,4.309904
NODEAP_51,164,C,S3D1,3.7777774
NODEAP_51,165,S,S3D2,5.311253
NODEAP_53,167,S,S1D1,2.1426094
NODEAP_53,168,C,S1D2,2.958731
NODEAP_53,169,S,S2D1,3.250134
NODEAP_53,170,S,S2D2,3.8732073
NODEAP_53,171,C,S3D1,5.4128437
NODEAP_53,172,S,S3D2,3.4118993
NODEAP_55,174,S,S1D1,2.3077018
NODEAP_55,175,S,S1D2,0.0
NODEAP_55,176,C,S2D1,1.9244431
NODEAP_55,177,S,S2D2,2.1449792
NODEAP_55,178,S,S3D1,3.0974953
NODEAP_55,179,C,S3D2,2.5030618
NODEAP_56,181,S,S1D1,1.2165143
NODEAP_56,182,S,S1D2,4.061979
NODEAP_56,183,S,S2D1,4.036299
NODEAP_56,184,C,S2D2,2.722326
NODEAP_56,185,C,S3D1,2.803622
NODEAP_56,186,S,S3D2,2.4512622
NODEAP_59,188,S,S1D1,4.343325
NODEAP_59,189,C,S1D2,2.0119228
NODEAP_59,190,C,S2D1,4.6384687
NODEAP_59,191,S,S2D2,1.7845712
NODEAP_59,192,S,S3D1,2.4695234
NODEAP_59,193,S,S3D2,4.1862555
NODEAP_60,195,C,S1D1,3.8973792
NODEAP_60,196,S,S1D2,3.0092807
NODEAP_60,197,S,S2D1,3.5357554
NODEAP_60,198,S,S2D2,4.509582
NODEAP_60,199,S,S3D1,2.8255105
NODEAP_60,200,C,S3D2,3.9722197
NODEAP_63,202,S,S1D1,3.2999578
NODEAP_63,203,S,S1D2,5.5667605
NODEAP_63,204,C,S2D1,3.3085299
NODEAP_63,205,S,S2D2,3.2041576
NODEAP_63,206,S,S3D1,4.56854
NODEAP_63,207,C,S3D2,3.1667202
NODEAP_64,209,C,S1D1,3.4759374
NODEAP_64,210,S,S1D2,3.2417803
NODEAP_64,211,S,S2D1,3.7101078
NODEAP_64,212,S,S2D2,3.0994396
NODEAP_64,213,S,S3D1,4.1702914
NODEAP_64,214,C,S3D2,2.7521074
NODEAP_65,216,C,S1D1,2.7031403
NODEAP_65,217,S,S1D2,3.6286056
NODEAP_65,218,S,S2D1,2.354345
NODEAP_65,219,C,S2D2,2.7601223
NODEAP_65,220,S,S3D1,1.7209545
NODEAP_65,221,S,S3D2,2.9812372
NODEAP_66,223,S,S1D1,2.7586083
NODEAP_66,224,C,S1D2,3.5101376
NODEAP_66,225,C,S2D1,4.639035
NODEAP_66,226,S,S2D2,2.9059625
NODEAP_66,227,S,S3D1,2.68043
NODEAP_66,228,S,S3D2,2.294109
NODEAP_68,230,C,S1D1,1.6823386
NODEAP_68,231,S,S1D2,3.3137412
NODEAP_68,232,S,S2D1,2.1208146
NODEAP_68,233,S,S2D2,2.6498106
NODEAP_68,234,S,S3D1,3.6566384
NODEAP_68,235,C,S3D2,3.2250454
NODEAP_70,237,S,S1D1,2.7218614
NODEAP_70,238,S,S1D2,2.909949
NODEAP_70,239,C,S2D1,2.279747
NODEAP_70,240,S,S2D2,3.3630118
NODEAP_70,241,S,S3D1,4.567681
NODEAP_70,242,C,S3D2,5.343205
NODEAP_73,244,C,S1D1,3.5153341
NODEAP_73,245,S,S1D2,2.201682
NODEAP_73,246,S,S2D1,3.3967123
NODEAP_73,247,C,S2D2,1.4910964
NODEAP_73,248,S,S3D1,3.563536
NODEAP_73,249,S,S3D2,3.4646797
NODEAP_74,251,S,S1D1,3.048755
NODEAP_74,252,S,S1D2,2.869164
NODEAP_74,253,C,S2D1,3.0320938
NODEAP_74,254,S,S2D2,3.4329991
NODEAP_74,255,S,S3D1,3.4021885
NODEAP_74,256,C,S3D2,3.537447
NODEAP_76,258,S,S1D1,1.7814881
NODEAP_76,259,C,S1D2,1.7987131
NODEAP_76,260,C,S2D1,3.716347
NODEAP_76,261,S,S2D2,1.7911092
NODEAP_76,262,S,S3D1,3.3654494
NODEAP_76,263,S,S3D2,1.9618303
NODEAP_77,265,C,S1D1,2.6904097
NODEAP_77,266,S,S1D2,2.7784169
NODEAP_77,267,S,S2D1,1.4776974
NODEAP_77,268,S,S2D2,3.2683194
NODEAP_77,269,S,S3D1,2.9040716
NODEAP_77,270,C,S3D2,2.9037485
NODEAP_78,272,S,S1D1,0.0
NODEAP_78,273,C,S1D2,1.769318
NODEAP_78,274,S,S2D1,3.6343863
NODEAP_78,275,S,S2D2,2.7025118
NODEAP_78,276,C,S3D1,2.020964
NODEAP_78,277,S,S3D2,2.5307736
NODEAP_79,279,S,S1D1,2.4660127
NODEAP_79,280,C,S1D2,1.6517406
NODEAP_79,281,S,S2D1,2.8937144
NODEAP_79,282,S,S2D2,3.6768086
NODEAP_79,283,C,S3D1,2.7194881
NODEAP_79,284,S,S3D2,2.4092205
NODEAP_80,286,S,S1D1,2.1461265
NODEAP_80,287,C,S1D2,3.1801524
NODEAP_80,288,S,S2D1,2.7591138
NODEAP_80,289,S,S2D2,2.5279906
NODEAP_80,290,C,S3D1,3.6786137
NODEAP_80,291,S,S3D2,3.9273014
NODEAP_83,293,S,S1D1,2.6397111
NODEAP_83,294,S,S1D2,2.7028246
NODEAP_83,295,C,S2D1,3.3150444
NODEAP_83,296,S,S2D2,3.122727
NODEAP_83,297,C,S3D2,2.9790034
NODEAP_84,299,S,S1D1,1.7613333
NODEAP_84,300,S,S1D2,1.4739062
NODEAP_84,301,C,S2D1,2.8438258
NODEAP_84,302,S,S2D2,2.4096718
NODEAP_84,303,S,S3D1,2.1359975
NODEAP_84,304,C,S3D2,2.5965426
NODEAP_85,306,C,S1D1,2.142606
NODEAP_85,307,S,S1D2,3.6351235
NODEAP_85,308,S,S2D1,2.5555062
NODEAP_85,309,S,S2D2,3.0108254
NODEAP_85,310,S,S3D1,2.5516276
NODEAP_85,311,C,S3D2,1.737003
NODEAP_86,313,C,S1D1,6.2932153
NODEAP_86,314,S,S1D2,4.3183393
NODEAP_86,315,S,S2D1,3.6102471
NODEAP_86,316,C,S2D2,3.6535764
NODEAP_86,317,S,S3D1,4.63271
NODEAP_86,318,S,S3D2,4.4279633
