subject,d_null_sham,d_null_real,diff_real_minus_sham
NODEAP_06,2.433363437652588,2.9455201625823975,0.5121567249298096
NODEAP_07,2.311258316040039,1.6999250650405884,-0.6113332509994507
NODEAP_08,3.645380735397339,3.543623208999634,-0.10175752639770508
NODEAP_09,2.7115225791931152,2.364579916000366,-0.346942663192749
NODEAP_10,1.7100780010223389,2.380863904953003,0.6707859039306641
NODEAP_12,2.586228609085083,1.828663945198059,-0.7575646638870239
NODEAP_13,4.2667388916015625,4.239685535430908,-0.027053356170654297
NODEAP_15,2.479100227355957,1.831701397895813,-0.647398829460144
NODEAP_16,1.969113826751709,2.2103307247161865,0.24121689796447754
NODEAP_17,2.4315240383148193,1.5802085399627686,-0.8513154983520508
NODEAP_24,3.141315460205078,3.352564573287964,0.21124911308288574
NODEAP_26,2.488565683364868,4.060476303100586,1.5719106197357178
NODEAP_30,2.599092721939087,2.721524238586426,0.12243151664733887
NODEAP_34,2.431760787963867,2.7126851081848145,0.28092432022094727
NODEAP_35,2.8339149951934814,1.9156179428100586,-0.9182970523834229
NODEAP_36,5.7792253494262695,6.693153381347656,0.9139280319213867
NODEAP_39,2.402198076248169,2.627939462661743,0.22574138641357422
NODEAP_41,4.424496650695801,4.302295684814453,-0.12220096588134766
NODEAP_43,2.389930486679077,3.9202284812927246,1.5302979946136475
NODEAP_44,1.49077308177948,2.5217761993408203,1.0310031175613403
NODEAP_45,2.6594960689544678,3.245927095413208,0.5864310264587402
NODEAP_46,3.3568105697631836,4.3628339767456055,1.0060234069824219
NODEAP_48,2.5770418643951416,3.3838372230529785,0.8067953586578369
NODEAP_51,3.8191442489624023,4.204199314117432,0.3850550651550293
NODEAP_53,1.311448335647583,2.6999292373657227,1.3884809017181396
NODEAP_55,2.6294515132904053,3.245971202850342,0.6165196895599365
NODEAP_56,1.8279452323913574,2.498957872390747,0.6710126399993896
NODEAP_59,3.9650461673736572,4.1377363204956055,0.17269015312194824
NODEAP_60,2.410522222518921,2.9794352054595947,0.5689129829406738
NODEAP_63,2.210773229598999,2.409320116043091,0.1985468864440918
NODEAP_64,3.508715867996216,3.1856725215911865,-0.3230433464050293
NODEAP_65,1.8585973978042603,2.51747989654541,0.6588824987411499
NODEAP_66,1.6380784511566162,2.9929580688476562,1.35487961769104
NODEAP_68,2.777160882949829,2.5597429275512695,-0.21741795539855957
NODEAP_70,4.335857391357422,3.5556085109710693,-0.7802488803863525
NODEAP_73,2.6031854152679443,2.9060425758361816,0.3028571605682373
NODEAP_74,1.827742099761963,1.947535753250122,0.11979365348815918
NODEAP_76,3.042175769805908,3.201699733734131,0.15952396392822266
NODEAP_77,1.7959327697753906,2.460296392440796,0.6643636226654053
NODEAP_78,2.044945478439331,2.010558605194092,-0.03438687324523926
NODEAP_79,3.4144020080566406,1.609657645225525,-1.8047443628311157
NODEAP_80,2.781226396560669,3.7684147357940674,0.9871883392333984
NODEAP_83,2.5082590579986572,2.4048655033111572,-0.1033935546875
NODEAP_84,3.049832820892334,2.7496140003204346,-0.3002188205718994
NODEAP_85,4.7735748291015625,3.7002172470092773,-1.0733575820922852
NODEAP_86,5.207200050354004,5.712195873260498,0.5049958229064941
