subject,d_null_sham,d_null_real,diff_real_minus_sham,latent_dim
NODEAP_06,0.32251662015914917,0.9608992338180542,0.638382613658905,2
NODEAP_07,2.4576714038848877,2.520805835723877,0.06313443183898926,2
NODEAP_08,1.5531344413757324,1.6410467624664307,0.08791232109069824,2
NODEAP_09,1.5833672285079956,1.2416006326675415,-0.3417665958404541,2
NODEAP_10,1.237485647201538,1.4445077180862427,0.2070220708847046,2
NODEAP_12,2.1659092903137207,0.5598296523094177,-1.606079638004303,2
NODEAP_13,1.8324058055877686,0.9270345568656921,-0.9053712487220764,2
NODEAP_15,0.2269107699394226,1.1650216579437256,0.938110888004303,2
NODEAP_16,0.5749941468238831,1.6337757110595703,1.0587815642356873,2
NODEAP_17,2.086909294128418,1.4730888605117798,-0.6138204336166382,2
NODEAP_24,2.331289052963257,2.3990635871887207,0.06777453422546387,2
NODEAP_26,1.2227447032928467,1.381618618965149,0.15887391567230225,2
NODEAP_30,3.1289989948272705,2.420786142349243,-0.7082128524780273,2
NODEAP_34,2.1097030639648438,2.7829418182373047,0.6732387542724609,2
NODEAP_35,4.724308967590332,3.6048357486724854,-1.1194732189178467,2
NODEAP_36,1.2348695993423462,0.41183796525001526,-0.8230316340923309,2
NODEAP_39,0.4626123607158661,1.4607024192810059,0.9980900585651398,2
NODEAP_41,1.9012622833251953,1.7196877002716064,-0.18157458305358887,2
NODEAP_43,1.3204710483551025,1.8821183443069458,0.5616472959518433,2
NODEAP_44,0.35347291827201843,1.5183404684066772,1.1648675501346588,2
NODEAP_45,1.7662688493728638,2.2791969776153564,0.5129281282424927,2
NODEAP_46,0.9147952198982239,1.3623164892196655,0.44752126932144165,2
NODEAP_48,1.0975086688995361,1.2928540706634521,0.19534540176391602,2
NODEAP_51,2.9469807147979736,2.726987600326538,-0.21999311447143555,2
NODEAP_53,1.0990556478500366,1.4312695264816284,0.3322138786315918,2
NODEAP_55,1.0017359256744385,0.6842104196548462,-0.3175255060195923,2
NODEAP_56,1.211838960647583,2.372978925704956,1.161139965057373,2
NODEAP_59,1.6018259525299072,1.335945725440979,-0.2658802270889282,2
NODEAP_60,0.40933433175086975,0.9220911264419556,0.5127567946910858,2
NODEAP_63,1.1761385202407837,1.6231417655944824,0.44700324535369873,2
NODEAP_64,0.44030481576919556,1.8235337734222412,1.3832289576530457,2
NODEAP_65,0.8765519857406616,0.4363693296909332,-0.4401826560497284,2
NODEAP_66,0.9133120179176331,1.6798694133758545,0.7665573954582214,2
NODEAP_68,1.6763087511062622,2.0295510292053223,0.35324227809906006,2
NODEAP_70,2.115459442138672,1.9041022062301636,-0.2113572359085083,2
NODEAP_73,2.817070484161377,3.1693508625030518,0.3522803783416748,2
NODEAP_74,0.4507955312728882,1.1539065837860107,0.7031110525131226,2
NODEAP_76,0.669049084186554,0.7373760938644409,0.06832700967788696,2
NODEAP_77,1.2819864749908447,0.17406010627746582,-1.107926368713379,2
NODEAP_78,0.09037793427705765,0.5603954195976257,0.4700174853205681,2
NODEAP_79,1.2613223791122437,1.6507309675216675,0.38940858840942383,2
NODEAP_80,3.048776388168335,3.129163980484009,0.08038759231567383,2
NODEAP_83,1.4636245965957642,1.9382178783416748,0.47459328174591064,2
NODEAP_84,1.938965082168579,1.379553198814392,-0.559411883354187,2
NODEAP_85,1.1650092601776123,0.6575093865394592,-0.5074998736381531,2
NODEAP_86,2.867502212524414,1.2937477827072144,-1.5737544298171997,2
NODEAP_06,2.370403289794922,3.325657844543457,0.9552545547485352,4
NODEAP_07,2.700345993041992,2.7446413040161133,0.044295310974121094,4
NODEAP_08,1.829218864440918,1.8604989051818848,0.0312800407409668,4
NODEAP_09,1.6991184949874878,1.3368841409683228,-0.36223435401916504,4
NODEAP_10,1.6703296899795532,1.5006139278411865,-0.1697157621383667,4
NODEAP_12,2.694673538208008,1.6006288528442383,-1.0940446853637695,4
NODEAP_13,2.337533950805664,0.9597885012626648,-1.3777454495429993,4
NODEAP_15,1.1150667667388916,1.6832674741744995,0.5682007074356079,4
NODEAP_16,0.8371945023536682,2.203157663345337,1.3659631609916687,4
NODEAP_17,2.3371174335479736,1.8776403665542603,-0.4594770669937134,4
NODEAP_24,2.1724817752838135,2.2905728816986084,0.11809110641479492,4
