subject,d_null_sham,d_null_real,diff_real_minus_sham
NODEAP_06,3.569493532180786,4.560727596282959,0.9912340641021729
NODEAP_07,3.4157841205596924,3.8268253803253174,0.411041259765625
NODEAP_08,2.338026285171509,2.716560125350952,0.37853384017944336
NODEAP_09,2.1828501224517822,1.8781156539916992,-0.304734468460083
NODEAP_10,2.328023910522461,2.249685287475586,-0.078338623046875
NODEAP_12,3.157029628753662,1.9296330213546753,-1.2273966073989868
NODEAP_13,2.9237124919891357,2.294236660003662,-0.6294758319854736
NODEAP_15,1.794731855392456,2.7398159503936768,0.9450840950012207
NODEAP_16,2.2618064880371094,3.5954551696777344,1.333648681640625
NODEAP_17,3.2330174446105957,2.6649715900421143,-0.5680458545684814
NODEAP_24,2.915898561477661,2.510812520980835,-0.40508604049682617
NODEAP_26,2.5272421836853027,2.615156650543213,0.08791446685791016
NODEAP_30,4.165256023406982,3.48964262008667,-0.6756134033203125
NODEAP_34,3.479078531265259,4.969883441925049,1.49080491065979
NODEAP_35,5.398936748504639,4.562994480133057,-0.835942268371582
NODEAP_36,2.530639171600342,2.016761302947998,-0.5138778686523438
NODEAP_39,1.600228190422058,2.607025384902954,1.006797194480896
NODEAP_41,2.9871177673339844,3.4923601150512695,0.5052423477172852
NODEAP_43,2.247027635574341,3.134884834289551,0.88785719871521
NODEAP_44,1.7954058647155762,3.925271511077881,2.1298656463623047
NODEAP_45,2.873093843460083,2.841848611831665,-0.03124523162841797
NODEAP_46,2.8740313053131104,3.5802202224731445,0.7061889171600342
NODEAP_48,2.199267864227295,2.119887590408325,-0.07938027381896973
NODEAP_51,3.9304111003875732,3.623246431350708,-0.30716466903686523
NODEAP_53,2.4479217529296875,2.1008684635162354,-0.34705328941345215
NODEAP_55,2.247661828994751,2.908186674118042,0.660524845123291
NODEAP_56,2.299227714538574,3.268313407897949,0.969085693359375
NODEAP_59,2.6354613304138184,3.156522512435913,0.5210611820220947
NODEAP_60,2.084165334701538,2.8000564575195312,0.7158911228179932
NODEAP_63,2.5643868446350098,2.816669225692749,0.25228238105773926
NODEAP_64,2.027003049850464,2.7280378341674805,0.7010347843170166
NODEAP_65,1.6256799697875977,1.2597283124923706,-0.36595165729522705
NODEAP_66,2.304586410522461,3.314391613006592,1.0098052024841309
NODEAP_68,2.4065394401550293,2.6768271923065186,0.27028775215148926
NODEAP_70,2.6420514583587646,2.675170660018921,0.03311920166015625
NODEAP_73,3.4021859169006348,3.81984281539917,0.41765689849853516
NODEAP_74,1.3462133407592773,2.44423246383667,1.0980191230773926
NODEAP_76,1.813789963722229,1.973077654838562,0.159287691116333
NODEAP_77,2.7559585571289062,2.537419319152832,-0.21853923797607422
NODEAP_78,1.176277995109558,1.8055169582366943,0.6292389631271362
NODEAP_79,2.0746066570281982,2.589874029159546,0.5152673721313477
NODEAP_80,4.4214043617248535,4.190658092498779,-0.23074626922607422
NODEAP_83,2.190061330795288,2.6218652725219727,0.43180394172668457
NODEAP_84,2.7215309143066406,3.049682378768921,0.3281514644622803
NODEAP_85,2.8775691986083984,2.8852438926696777,0.007674694061279297
NODEAP_86,4.0648417472839355,3.056288719177246,-1.0085530281066895
